awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
CAR,20039,TOR,0,0,2007,3,3,1,2,1,2,1,1,0,1.0,0.0
NYR,20040,NYI,1,0,2007,3,2,2,1,1,1,2,1,1,0.0,0.0
OTT,20041,WPG,0,0,2007,2,4,0,2,4,0,0,4,0,0.0,1.0
ARI,20042,CBJ,1,0,2007,2,2,1,1,1,1,1,1,0,0.0,0.0
MTL,20043,PIT,0,0,2007,2,2,1,1,1,1,1,1,1,1.0,0.0
FLA,20044,TBL,1,0,2007,2,2,2,0,0,2,2,0,1,1.0,0.0
CGY,20045,DET,1,0,2007,3,2,2,1,0,2,2,0,1,1.0,0.0
EDM,20046,MIN,1,0,2007,2,3,2,0,2,1,2,2,1,1.0,0.0
SJS,20047,CHI,0,0,2007,2,3,1,1,1,2,1,1,1,1.0,0.0
NSH,20048,STL,1,0,2007,2,2,1,1,2,0,1,2,0,1.0,1.0
LAK,20049,DAL,1,0,2007,3,3,1,2,1,2,1,1,1,0.0,0.0
PHI,20050,VAN,0,0,2007,2,2,1,1,1,1,1,1,0,1.0,0.0
BOS,20051,ANA,1,0,2007,5,2,1,4,1,1,1,1,0,0.0,1.0
WPG,20052,BUF,1,0,2007,2,3,0,2,0,3,0,0,0,0.0,0.0
NYI,20053,TOR,1,0,2007,4,4,1,3,3,1,1,3,0,0.0,1.0
CAR,20054,OTT,0,0,2007,5,4,5,0,2,2,5,2,0,1.0,1.0
NJD,20055,FLA,1,0,2007,3,3,0,3,1,2,0,1,0,0.0,0.0
ARI,20056,NSH,0,0,2007,3,3,2,1,1,2,2,1,1,0.0,0.0
WSH,20057,NYR,1,0,2007,3,3,1,2,3,0,1,3,1,0.0,1.0
CHI,20058,DET,0,0,2007,4,3,3,1,1,2,3,1,1,1.0,0.0
COL,20059,STL,1,0,2007,3,3,2,1,2,1,2,2,0,1.0,1.0
CGY,20060,DAL,0,0,2007,4,3,2,2,0,3,2,0,0,1.0,0.0
VAN,20061,EDM,0,0,2007,4,3,2,2,1,2,2,1,1,0.0,0.0
BOS,20062,LAK,0,0,2007,4,3,1,3,1,2,1,1,0,0.0,0.0
WSH,20063,BUF,1,0,2007,3,4,1,2,3,1,1,3,1,1.0,0.0
PIT,20064,TOR,0,0,2007,5,3,2,3,1,2,2,1,1,1.0,0.0
CAR,20065,MTL,0,0,2007,3,5,2,1,3,2,2,3,0,1.0,1.0
OTT,20066,NYR,0,0,2007,4,6,2,2,5,1,2,5,1,1.0,0.0
NYI,20067,PHI,1,0,2007,3,5,2,1,3,2,2,3,0,1.0,0.0
NJD,20068,WPG,0,0,2007,4,4,0,4,1,3,0,1,1,0.0,0.0
TBL,20069,FLA,1,0,2007,4,3,1,3,3,0,1,3,1,1.0,1.0
CGY,20070,NSH,0,0,2007,4,4,2,2,1,3,2,1,0,0.0,1.0
DAL,20071,CHI,1,0,2007,4,5,2,2,2,3,2,2,1,1.0,0.0
CBJ,20072,COL,1,0,2007,4,3,2,2,2,1,2,2,1,0.0,1.0
EDM,20073,VAN,1,0,2007,4,5,2,2,2,3,2,2,0,1.0,0.0
MIN,20074,ARI,0,0,2007,4,3,2,2,3,0,2,3,0,1.0,1.0
BOS,20075,SJS,0,0,2007,4,4,2,2,2,2,2,2,0,1.0,1.0
MIN,20076,ANA,0,0,2007,6,4,2,4,4,0,2,4,0,1.0,1.0
DET,20077,LAK,0,0,2007,5,5,1,4,3,2,1,3,0,0.0,0.0
TOR,20078,BUF,1,0,2007,4,6,2,2,2,4,2,2,0,1.0,0.0
SJS,20079,VAN,0,0,2007,5,5,3,2,2,3,3,2,1,1.0,0.0
DET,20080,ANA,1,0,2007,7,6,2,5,4,2,2,4,0,0.0,1.0
WPG,20081,PHI,1,0,2007,4,5,3,1,0,5,3,0,1,1.0,0.0
FLA,20082,MTL,0,0,2007,4,5,2,2,2,3,2,2,1,0.0,1.0
CGY,20083,COL,1,0,2007,5,5,3,2,2,3,3,2,1,1.0,1.0
MIN,20084,LAK,1,0,2007,6,5,1,5,5,0,1,5,0,0.0,1.0
DAL,20085,CBJ,0,0,2007,4,6,2,2,2,4,2,2,0,0.0,0.0
NJD,20086,PIT,0,0,2007,4,5,2,2,2,3,2,2,0,1.0,1.0
STL,20087,CHI,0,0,2007,5,4,3,2,3,1,3,3,1,1.0,1.0
NSH,20088,ANA,1,0,2007,8,5,3,5,2,3,3,2,0,1.0,0.0
TBL,20089,BOS,1,0,2007,5,4,3,2,3,1,3,3,0,1.0,0.0
NJD,20090,PHI,1,0,2007,5,6,4,1,3,3,4,3,1,1.0,1.0
NYI,20091,WSH,0,0,2007,5,6,3,2,3,3,3,3,1,0.0,0.0
NYR,20092,WPG,1,0,2007,6,5,0,6,2,3,0,2,0,0.0,0.0
FLA,20093,TOR,1,0,2007,7,6,2,5,3,3,2,3,1,0.0,1.0
MTL,20094,OTT,1,0,2007,7,5,6,1,2,3,6,2,1,1.0,0.0
LAK,20095,CGY,1,0,2007,6,7,2,4,2,5,2,2,1,0.0,1.0
EDM,20096,ARI,0,0,2007,5,6,2,3,2,4,2,2,1,0.0,0.0
DET,20097,SJS,0,0,2007,6,7,3,3,4,3,3,4,0,1.0,0.0
CBJ,20098,BUF,0,0,2007,5,5,3,2,2,3,3,2,1,1.0,0.0
CAR,20099,PIT,1,0,2007,5,6,2,3,4,2,2,4,1,0.0,1.0
COL,20100,CHI,1,0,2007,6,6,3,3,4,2,3,4,0,0.0,1.0
LAK,20101,VAN,0,0,2007,6,8,3,3,2,6,3,2,0,0.0,0.0
NYR,20102,BOS,1,0,2007,6,6,4,2,2,4,4,2,0,1.0,0.0
CHI,20103,TOR,0,0,2007,8,7,3,5,4,3,3,4,0,1.0,1.0
BUF,20104,MTL,1,0,2007,6,6,2,4,3,3,2,3,0,0.0,0.0
FLA,20105,OTT,1,0,2007,8,7,7,1,3,4,7,3,0,1.0,0.0
NJD,20106,NYI,1,0,2007,7,7,4,3,3,4,4,3,0,1.0,0.0
CAR,20107,PHI,1,0,2007,6,7,5,1,4,3,5,4,0,1.0,0.0
PIT,20108,WSH,0,0,2007,6,6,3,3,3,3,3,3,0,0.0,1.0
WPG,20109,TBL,1,0,2007,5,7,3,2,1,6,3,1,0,0.0,1.0
ANA,20110,DAL,1,0,2007,7,9,3,4,4,5,3,4,1,1.0,1.0
MIN,20111,STL,0,0,2007,5,6,4,1,5,1,4,5,1,1.0,0.0
EDM,20112,CGY,1,0,2007,7,7,3,4,3,4,3,3,0,1.0,1.0
DET,20113,ARI,0,0,2007,6,8,2,4,5,3,2,5,1,0.0,1.0
NSH,20114,SJS,1,0,2007,7,6,3,4,2,4,3,2,0,0.0,0.0
VAN,20115,CBJ,0,0,2007,6,7,3,3,3,4,3,3,1,1.0,0.0
COL,20116,MIN,1,0,2007,7,7,6,1,4,3,6,4,0,1.0,0.0
VAN,20117,CAR,1,0,2007,8,8,4,4,4,4,4,4,0,0.0,1.0
BOS,20118,MTL,1,0,2007,7,7,3,4,5,2,3,5,0,1.0,1.0
SJS,20119,CGY,0,0,2007,8,8,4,4,4,4,4,4,1,1.0,1.0
NYR,20120,PIT,1,0,2007,7,7,4,3,2,5,4,2,0,1.0,0.0
WPG,20121,TOR,0,0,2007,9,8,3,6,1,7,3,1,1,0.0,0.0
CBJ,20122,CHI,0,0,2007,8,7,5,3,3,4,5,3,0,1.0,0.0
ANA,20123,STL,1,0,2007,6,10,4,2,4,6,4,4,1,0.0,0.0
COL,20124,EDM,0,0,2007,8,8,3,5,4,4,3,4,1,0.0,0.0
NSH,20125,LAK,1,0,2007,9,7,3,6,2,5,3,2,0,1.0,0.0
TBL,20126,WSH,1,0,2007,7,6,3,4,4,2,3,4,1,0.0,1.0
BUF,20127,CAR,0,0,2007,9,7,5,4,3,4,5,3,1,1.0,0.0
PHI,20128,FLA,1,0,2007,8,7,3,5,6,1,3,6,0,0.0,1.0
VAN,20129,DET,1,0,2007,9,9,6,3,4,5,6,4,1,1.0,0.0
MIN,20130,CGY,1,0,2007,9,8,4,5,7,1,4,7,0,0.0,1.0
CHI,20131,BOS,1,0,2007,8,9,5,3,5,4,5,5,1,0.0,0.0
NJD,20132,NYR,1,0,2007,8,8,2,6,3,5,2,3,1,0.0,0.0
STL,20133,CBJ,1,0,2007,8,7,4,4,5,2,4,5,1,1.0,1.0
TOR,20134,PIT,0,0,2007,8,10,5,3,3,7,5,3,1,1.0,0.0
PHI,20135,TBL,1,0,2007,7,8,4,3,6,2,4,6,1,0.0,0.0
WPG,20136,NSH,1,0,2007,8,9,2,6,2,7,2,2,0,0.0,1.0
MIN,20137,EDM,1,0,2007,9,9,3,6,7,2,3,7,0,0.0,0.0
ARI,20138,ANA,0,0,2007,11,7,4,7,2,5,4,2,0,0.0,0.0
DAL,20139,LAK,1,0,2007,10,8,4,6,4,4,4,4,0,1.0,1.0
VAN,20140,WSH,0,0,2007,8,10,4,4,4,6,4,4,0,1.0,0.0
MTL,20141,CAR,0,0,2007,10,8,5,5,4,4,5,4,1,0.0,1.0
BUF,20142,FLA,0,0,2007,9,8,4,5,4,4,4,4,1,1.0,1.0
SJS,20143,DET,1,0,2007,10,9,7,3,5,4,7,5,0,1.0,1.0
COL,20144,CGY,0,0,2007,10,9,5,5,5,4,5,5,0,1.0,1.0
SJS,20145,CBJ,1,0,2007,9,10,5,4,5,5,5,5,1,1.0,0.0
PHI,20146,BOS,0,0,2007,9,9,6,3,6,3,6,6,1,1.0,0.0
OTT,20147,NJD,0,0,2007,9,9,3,6,8,1,3,8,0,0.0,1.0
CAR,20148,NYI,0,0,2007,8,11,5,3,5,6,5,5,1,1.0,0.0
TOR,20149,NYR,0,0,2007,9,11,3,6,4,7,3,4,0,1.0,1.0
MTL,20150,PIT,0,0,2007,9,9,5,4,5,4,5,5,1,0.0,1.0
BUF,20151,TBL,0,0,2007,8,9,5,3,5,4,5,5,0,1.0,1.0
FLA,20152,NSH,1,0,2007,9,10,3,6,4,6,3,4,0,1.0,0.0
WPG,20153,CHI,0,0,2007,10,10,5,5,2,8,5,2,0,0.0,0.0
WSH,20154,STL,1,0,2007,8,9,5,3,4,5,5,4,1,0.0,0.0
DAL,20155,ARI,0,0,2007,8,9,3,5,4,5,3,4,0,1.0,0.0
EDM,20156,LAK,1,0,2007,11,10,5,6,4,6,4,4,0,1.0,1.0
MIN,20157,COL,1,0,2007,10,10,6,4,7,3,6,7,1,1.0,0.0
EDM,20158,ANA,0,0,2007,12,11,4,8,4,7,3,3,0,0.0,0.0
DET,20159,VAN,0,0,2007,11,11,5,6,8,3,5,7,1,1.0,1.0
TBL,20160,NYR,1,0,2007,10,9,3,7,5,4,3,5,1,0.0,0.0
WSH,20161,TOR,0,0,2007,12,10,5,7,4,6,5,4,1,1.0,0.0
SJS,20162,DAL,0,0,2007,10,11,5,5,5,6,5,5,1,1.0,0.0
PIT,20163,MIN,0,0,2007,11,10,7,4,5,5,6,5,1,0.0,0.0
WPG,20164,MTL,0,0,2007,10,11,6,4,3,8,6,3,1,1.0,1.0
ARI,20165,STL,0,0,2007,9,9,6,3,3,6,6,3,1,1.0,0.0
NSH,20166,CGY,1,0,2007,11,10,5,6,4,6,5,4,1,0.0,1.0
DET,20167,EDM,0,0,2007,12,12,5,7,9,3,3,8,1,1.0,1.0
TBL,20168,NJD,1,0,2007,10,10,3,7,5,5,3,5,0,0.0,0.0
CAR,20169,FLA,1,0,2007,11,12,4,7,6,6,4,5,1,0.0,1.0
CHI,20170,DAL,0,0,2007,11,11,5,6,5,6,5,5,1,0.0,0.0
CBJ,20171,LAK,0,0,2007,12,10,6,6,6,4,5,6,1,1.0,1.0
BUF,20172,BOS,1,0,2007,10,10,6,4,6,4,6,6,0,0.0,1.0
TBL,20173,NYI,1,0,2007,9,11,5,4,5,6,5,4,0,0.0,0.0
WSH,20174,NYR,1,0,2007,11,11,4,7,5,6,3,4,1,1.0,1.0
PHI,20175,MTL,1,0,2007,11,10,6,5,7,3,5,7,1,0.0,1.0
WPG,20176,OTT,1,0,2007,10,12,9,1,4,8,9,4,0,1.0,1.0
STL,20177,MIN,0,0,2007,12,10,7,5,6,4,5,6,0,0.0,0.0
PIT,20178,COL,1,0,2007,11,11,7,4,6,5,6,6,1,1.0,1.0
DET,20179,CGY,0,0,2007,12,13,6,6,10,3,6,8,0,1.0,1.0
NSH,20180,VAN,0,0,2007,12,11,5,7,4,7,4,3,0,0.0,0.0
CBJ,20181,ANA,1,0,2007,13,11,4,9,7,4,3,6,0,0.0,1.0
TOR,20182,NJD,1,0,2007,11,13,4,7,5,8,4,4,0,1.0,0.0
PHI,20183,WSH,0,0,2007,12,11,5,7,7,4,3,6,1,0.0,0.0
FLA,20184,BUF,0,0,2007,11,12,6,5,5,7,6,5,0,0.0,1.0
ARI,20185,DAL,0,0,2007,12,10,5,7,4,6,4,4,1,0.0,1.0
NSH,20186,EDM,0,0,2007,13,12,5,8,5,7,3,3,1,0.0,1.0
LAK,20187,SJS,0,0,2007,12,13,6,6,6,7,5,5,0,1.0,0.0
TOR,20188,MTL,0,0,2007,12,14,7,5,5,9,6,4,0,1.0,0.0
BOS,20189,OTT,1,0,2007,11,11,10,1,7,4,9,7,0,1.0,1.0
PIT,20190,NYI,1,0,2007,10,12,6,4,6,6,6,5,1,1.0,0.0
NJD,20191,NYR,1,0,2007,12,12,5,7,5,7,4,4,1,1.0,1.0
FLA,20192,CAR,1,0,2007,13,13,6,7,6,7,5,6,1,0.0,1.0
WPG,20193,TBL,0,0,2007,12,13,5,7,4,9,3,4,0,0.0,0.0
CGY,20194,MIN,1,0,2007,13,13,7,6,6,7,4,6,0,0.0,0.0
CHI,20195,STL,0,0,2007,11,12,7,4,6,6,7,5,1,1.0,1.0
ANA,20196,ARI,0,0,2007,11,14,5,6,5,9,4,4,1,1.0,1.0
VAN,20197,COL,0,0,2007,12,13,8,4,5,8,7,4,1,1.0,0.0
SJS,20198,LAK,0,0,2007,14,13,7,7,6,7,6,5,0,1.0,0.0
STL,20199,CBJ,1,0,2007,12,12,7,5,7,5,6,6,1,0.0,0.0
OTT,20200,BOS,0,0,2007,12,12,7,5,11,1,6,9,0,0.0,1.0
NSH,20201,CHI,0,0,2007,13,13,7,6,6,7,6,4,0,1.0,1.0
PIT,20202,NJD,0,0,2007,13,13,5,8,6,7,4,5,0,0.0,0.0
PHI,20203,NYR,1,0,2007,13,12,6,7,8,4,5,7,0,1.0,1.0
WSH,20204,CAR,1,0,2007,14,13,7,7,5,8,5,2,1,1.0,0.0
BUF,20205,MTL,1,0,2007,13,12,7,6,6,6,5,6,0,0.0,0.0
TBL,20206,FLA,1,0,2007,14,13,6,8,5,8,5,2,1,0.0,0.0
EDM,20207,MIN,1,0,2007,14,14,8,6,5,9,4,3,1,1.0,0.0
CGY,20208,COL,0,0,2007,13,14,8,5,6,8,6,5,1,0.0,0.0
DAL,20209,ANA,0,0,2007,15,13,6,9,5,8,5,4,0,1.0,0.0
NYR,20210,NYI,1,0,2007,11,14,7,4,7,7,6,5,1,1.0,1.0
WSH,20211,WPG,1,0,2007,14,14,5,9,5,9,5,2,1,1.0,0.0
TOR,20212,OTT,0,0,2007,13,15,12,1,6,9,9,4,1,1.0,1.0
BOS,20213,BUF,1,0,2007,13,13,6,7,7,6,5,6,0,0.0,0.0
PHI,20214,PIT,0,0,2007,14,13,7,7,8,5,5,6,1,1.0,0.0
FLA,20215,TBL,1,0,2007,14,15,5,9,7,8,2,5,1,0.0,1.0
NSH,20216,DET,1,0,2007,14,14,11,3,7,7,8,5,1,1.0,1.0
CBJ,20217,CHI,1,0,2007,14,13,7,7,8,5,5,6,0,0.0,1.0
EDM,20218,COL,1,0,2007,14,15,8,6,5,10,6,3,1,0.0,0.0
ARI,20219,ANA,0,0,2007,16,12,6,10,5,7,4,4,0,0.0,0.0
DAL,20220,SJS,0,0,2007,14,14,7,7,6,8,5,4,0,1.0,1.0
MTL,20221,BOS,0,0,2007,14,14,7,7,8,6,5,6,1,0.0,1.0
PHI,20222,NJD,1,0,2007,14,14,5,9,9,5,4,6,1,0.0,1.0
PIT,20223,NYR,1,0,2007,15,15,7,8,7,8,5,5,0,0.0,0.0
TBL,20224,CAR,0,0,2007,15,15,8,7,6,9,5,3,0,1.0,1.0
WSH,20225,OTT,0,0,2007,14,15,12,2,5,10,8,2,1,0.0,0.0
VAN,20226,CGY,0,0,2007,15,14,7,8,6,8,5,4,0,1.0,1.0
DAL,20227,ARI,1,0,2007,13,15,6,7,7,8,5,5,0,1.0,1.0
TOR,20228,BUF,0,0,2007,14,16,7,7,7,9,5,5,0,1.0,1.0
WPG,20229,FLA,0,0,2007,16,15,7,9,6,9,4,6,0,0.0,1.0
CBJ,20230,DET,1,0,2007,15,14,12,3,8,6,9,6,1,1.0,0.0
STL,20231,CHI,1,0,2007,15,13,8,7,7,6,5,5,1,1.0,0.0
COL,20232,VAN,1,0,2007,15,15,7,8,9,6,4,6,0,1.0,1.0
SJS,20233,ANA,1,0,2007,17,15,6,11,7,8,4,5,1,0.0,0.0
MTL,20234,OTT,1,0,2007,15,15,12,3,9,6,7,7,1,0.0,1.0
BUF,20235,BOS,1,0,2007,15,15,7,8,7,8,4,4,0,0.0,0.0
NYR,20236,TOR,0,0,2007,17,16,8,9,8,8,6,6,1,1.0,1.0
NJD,20237,NYI,1,0,2007,12,15,8,4,6,9,6,4,0,1.0,1.0
PIT,20238,PHI,1,0,2007,15,16,9,6,7,9,5,4,0,0.0,0.0
TBL,20239,WSH,0,0,2007,16,16,6,10,7,9,3,3,1,1.0,1.0
CAR,20240,WPG,0,0,2007,16,16,7,9,8,8,7,4,1,1.0,0.0
CBJ,20241,NSH,1,0,2007,15,15,7,8,8,7,5,6,1,0.0,0.0
EDM,20242,CGY,0,0,2007,16,16,7,9,5,11,5,3,0,0.0,0.0
DAL,20243,LAK,1,0,2007,15,16,7,8,7,9,6,5,0,0.0,0.0
ARI,20244,SJS,1,0,2007,16,14,7,9,7,7,4,5,0,0.0,1.0
DET,20245,CHI,1,0,2007,16,16,9,7,13,3,6,9,0,1.0,1.0
MIN,20246,COL,1,0,2007,16,15,9,7,9,6,5,4,1,0.0,1.0
NYI,20247,PHI,1,0,2007,16,13,10,6,9,4,5,7,0,1.0,1.0
NSH,20248,CBJ,0,0,2007,16,16,8,8,8,8,5,6,0,0.0,1.0
NJD,20249,PIT,0,0,2007,17,16,7,10,6,10,3,3,0,0.0,0.0
CAR,20250,FLA,0,0,2007,17,17,7,10,9,8,4,5,1,0.0,1.0
ARI,20251,SJS,1,0,2007,17,15,8,9,7,8,5,5,0,1.0,0.0
FLA,20252,WPG,1,0,2007,17,18,7,10,7,11,6,4,1,0.0,0.0
DET,20253,STL,1,0,2007,14,17,7,7,13,4,4,9,0,0.0,0.0
MTL,20254,TOR,0,0,2007,18,16,8,10,9,7,5,7,1,0.0,0.0
MIN,20255,CGY,1,0,2007,17,16,7,10,9,7,4,4,0,0.0,0.0
LAK,20256,ANA,1,0,2007,18,16,7,11,8,8,4,7,1,1.0,1.0
NYR,20257,NJD,0,0,2007,17,17,7,10,9,8,4,7,0,1.0,1.0
CHI,20258,CBJ,1,0,2007,17,17,8,9,10,7,5,6,1,0.0,1.0
CAR,20259,TBL,0,0,2007,17,18,8,9,10,8,4,6,0,1.0,1.0
SJS,20260,DAL,0,0,2007,17,18,7,10,9,9,4,5,1,0.0,1.0
EDM,20261,VAN,0,0,2007,16,17,8,8,6,11,5,3,0,1.0,1.0
TOR,20262,BOS,1,0,2007,16,19,8,8,8,11,4,5,1,1.0,0.0
NYR,20263,PHI,0,0,2007,17,18,11,6,10,8,5,8,0,1.0,1.0
BUF,20264,OTT,1,0,2007,16,16,13,3,7,9,8,4,1,1.0,0.0
NYI,20265,PIT,1,0,2007,18,14,7,11,9,5,2,6,0,0.0,0.0
WSH,20266,FLA,1,0,2007,19,17,7,12,6,11,3,3,1,0.0,0.0
CHI,20267,NSH,1,0,2007,17,18,9,8,10,8,7,5,1,1.0,0.0
MIN,20268,EDM,0,0,2007,18,17,7,11,9,8,4,3,0,1.0,0.0
SJS,20269,ARI,0,0,2007,16,19,7,9,10,9,5,5,1,0.0,1.0
ANA,20270,LAK,0,0,2007,17,19,8,9,8,11,6,4,1,0.0,1.0
NYI,20271,NJD,0,0,2007,18,15,7,11,9,6,4,6,0,0.0,0.0
WPG,20272,CAR,0,0,2007,19,18,11,8,8,10,6,7,0,1.0,1.0
MTL,20273,BUF,1,0,2007,17,17,7,10,10,7,4,7,0,0.0,1.0
WSH,20274,TBL,0,0,2007,18,18,8,10,6,12,3,2,0,0.0,0.0
CBJ,20275,STL,1,0,2007,15,18,8,7,9,9,4,5,0,1.0,1.0
COL,20276,DAL,1,0,2007,18,17,7,11,10,7,3,6,0,0.0,1.0
MIN,20277,VAN,1,0,2007,17,18,8,9,10,8,5,3,1,0.0,1.0
ARI,20278,LAK,0,0,2007,18,17,8,10,7,10,6,5,1,0.0,0.0
OTT,20279,TOR,1,0,2007,20,17,8,12,14,3,5,8,0,0.0,1.0
BOS,20280,MTL,1,0,2007,18,17,10,8,9,8,6,4,0,0.0,1.0
NJD,20281,PHI,0,0,2007,18,19,11,7,7,12,5,4,1,0.0,0.0
FLA,20282,CAR,1,0,2007,20,20,11,9,8,12,6,4,1,0.0,1.0
CHI,20283,DET,0,0,2007,18,19,13,5,10,9,8,5,1,0.0,0.0
NYR,20284,PIT,0,0,2007,19,19,8,11,11,8,3,8,0,1.0,1.0
STL,20285,NSH,0,0,2007,18,16,10,8,9,7,8,5,1,1.0,1.0
CGY,20286,EDM,0,0,2007,19,18,7,12,8,10,4,4,0,0.0,1.0
ANA,20287,SJS,0,0,2007,20,20,11,9,9,11,6,5,0,1.0,1.0
DET,20288,CBJ,0,0,2007,19,19,9,10,13,6,4,7,0,0.0,0.0
COL,20289,MIN,1,0,2007,19,18,10,9,10,8,3,6,0,0.0,0.0
CGY,20290,VAN,1,0,2007,18,19,9,9,9,10,5,5,1,1.0,1.0
NYI,20291,NYR,0,0,2007,20,16,12,8,10,6,9,7,1,1.0,1.0
FLA,20292,WSH,0,0,2007,19,21,7,12,8,13,3,4,0,1.0,0.0
TBL,20293,WPG,1,0,2007,19,19,9,10,8,11,7,3,1,1.0,0.0
OTT,20294,MTL,0,0,2007,19,18,11,8,14,4,6,7,0,1.0,0.0
NSH,20295,STL,1,0,2007,17,19,10,7,10,9,5,7,0,1.0,0.0
LAK,20296,DAL,1,0,2007,19,19,8,11,8,11,4,5,1,1.0,0.0
BOS,20297,TOR,0,0,2007,21,18,9,12,9,9,5,4,1,1.0,0.0
COL,20298,CGY,1,0,2007,20,19,9,11,10,9,4,5,0,0.0,0.0
VAN,20299,EDM,1,0,2007,20,19,7,13,10,9,3,6,1,0.0,1.0
OTT,20300,BUF,1,0,2007,18,19,8,10,15,4,4,7,0,1.0,1.0
MTL,20301,NYI,0,0,2007,17,20,11,6,11,9,7,5,1,1.0,0.0
WPG,20302,WSH,0,0,2007,20,20,7,13,10,10,3,8,1,0.0,1.0
PHI,20303,CAR,0,0,2007,21,19,12,9,11,8,7,5,1,1.0,0.0
FLA,20304,CBJ,0,0,2007,20,22,9,11,9,13,3,4,0,0.0,1.0
NJD,20305,PIT,0,0,2007,20,20,8,12,8,12,3,5,0,0.0,1.0
NYR,20306,TBL,0,0,2007,20,21,8,12,12,9,3,8,1,0.0,0.0
STL,20307,DET,1,0,2007,20,18,14,6,11,7,7,6,1,1.0,1.0
VAN,20308,MIN,0,0,2007,20,20,11,9,10,10,4,6,1,1.0,0.0
ANA,20309,DAL,1,0,2007,20,21,9,11,10,11,4,6,1,1.0,1.0
LAK,20310,ARI,1,0,2007,18,20,8,10,8,12,5,4,0,1.0,0.0
PIT,20311,OTT,0,0,2007,20,21,15,5,8,13,6,2,1,0.0,0.0
DET,20312,NSH,1,0,2007,20,21,10,10,15,6,6,7,1,0.0,1.0
CHI,20313,CGY,0,0,2007,21,20,10,11,11,9,5,6,1,1.0,1.0
COL,20314,EDM,0,0,2007,21,20,8,13,10,10,4,4,1,1.0,0.0
NYI,20315,BOS,1,0,2007,19,18,10,9,11,7,4,6,1,1.0,0.0
